,target
3217,0.029342472
3218,0.028342971
3219,0.049261084
3220,0.033126294
3221,0.017991004
3222,0.017277076
3223,0.045263083
3224,0.12486614
3225,0.18519312
3226,0.10787463
3227,0.10594703
3228,0.16962947
3229,0.19818662
3230,0.10930249
3231,0.12743628
3232,0.15113872
3233,0.18069537
3234,0.27436282
3235,0.36660241
3236,0.36246163
3237,0.40544014
3238,0.55072464
3239,0.8727065
3240,0.88255872
3241,0.69079746
3242,0.54694082
3243,0.38716356
3244,0.22531591
3245,0.15713572
3246,0.12993503
3247,0.13072035
3248,0.15056757
3249,0.1312915
3250,0.11065896
3251,0.093239095
3252,0.073677447
3253,0.073606054
3254,0.073177697
3255,0.06853716
3256,0.062682944
3257,0.061754837
3258,0.058399372
3259,0.054829728
3260,0.050260584
3261,0.05040337
3262,0.050260584
3263,0.044263582
3264,0.037838224
3265,0.034911116
3266,0.032626544
3267,0.032912115
3268,0.033697437
3269,0.030341972
3270,0.034696937
3271,0.043335475
3272,0.082030413
3273,0.06753766
3274,0.051974013
3275,0.082958521
3276,0.23595345
3277,0.29542372
3278,0.23695295
3279,0.18569287
3280,0.17569787
3281,0.2344542
3282,0.27679018
3283,0.10937388
3284,0.29349611
3285,0.2966374
3286,0.30084958
3287,0.25637181
3288,0.22388806
3289,0.2144642
3290,0.16891554
3291,0.21032341
3292,0.26001285
3293,0.24573428
3294,0.21496395
3295,0.11465696
3296,0.096951524
3297,0.086099807
3298,0.093810238
3299,0.12500892
3300,0.11201542
3301,0.08095952
3302,0.073820233
3303,0.073034911
3304,0.067323481
3305,0.064396373
3306,0.057399871
3307,0.054686942
3308,0.054115799
3309,0.051545656
3310,0.049118298
3311,0.043406868
3312,0.040765332
3313,0.036838723
3314,0.0300564
3315,0.030841722
3316,0.028985507
3317,0.027343471
3318,0.026843721
3319,0.026558149
3320,0.023488256
3321,0.020204184
3322,0.020061398
3323,0.026415364
3324,0.043835225
3325,0.037909617
3326,0.02384522
3327,0.022774327
3328,0.03576783
3329,0.026843721
3330,0.027486257
3331,0.029699436
3332,0.064610552
3333,0.055543657
3334,0.05240237
3335,0.10908831
3336,0.10944528
3337,0.2525166
3338,0.25501535
3339,0.29970729
3340,0.31020204
3341,0.27179268
3342,0.23923752
3343,0.14385664
3344,0.15285215
3345,0.11044478
3346,0.11615621
3347,0.23909474
3348,0.33304776
3349,0.36338973
3350,0.36281859
3351,0.27279218
3352,0.19119012
3353,0.15006782
3354,0.11736989
3355,0.09338188
3356,0.076033412
3357,0.067466267
3358,0.065824231
3359,0.059041908
3360,0.053973013
3361,0.048261583
3362,0.044263582
3363,0.050117798
3364,0.047976012
3365,0.040551153
3366,0.037124295
3367,0.033197687
3368,0.031484258
3369,0.027343471
3370,0.026772328
3371,0.025201685
3372,0.023202684
3373,0.020775327
3374,0.018562147
3375,0.016705933
3376,0.015563647
3377,0.014421361
3378,0.014992504
3379,0.015420861
3380,0.013064896
3381,0.018562147
3382,0.023202684
3383,0.018776326
3384,0.06903691
3385,0.17419861
3386,0.16049118
3387,0.15663597
3388,0.11244378
3389,0.10951667
3390,0.16241879
3391,0.13800243
3392,0.13586064
3393,0.07946027
3394,0.057042907
3395,0.074891126
3396,0.10766046
3397,0.16463197
3398,0.16955808
3399,0.11230099
3400,0.074034411
3401,0.069465267
3402,0.10637538
3403,0.1262226
3404,0.13550368
3405,0.09559506
3406,0.076461769
3407,0.068894124
3408,0.065824231
3409,0.056257585
3410,0.062897123
3411,0.049189691
3412,0.040908117
3413,0.03626758
3414,0.031769829
3415,0.029128293
3416,0.026415364
3417,0.024130792
3418,0.02184622
3419,0.019704433
3420,0.018276576
3421,0.016920111
3422,0.015492254
3423,0.013564646
3424,0.011779824
3425,0.0099950025
3426,0.0087813236
3427,0.0075676447
3428,0.0077104305
3429,0.0069965017
3430,0.0082101806
3431,0.012136789
3432,0.019704433
3433,0.017062897
3434,0.024202185
3435,0.11080174
3436,0.064396373
3437,0.070250589
3438,0.090240594
3439,0.090526165
3440,0.13414721
3441,0.22067538
3442,0.10958806
3443,0.17919612
3444,0.20703934
3445,0.21367887
3446,0.15299493
3447,0.094952524
3448,0.059184693
3449,0.05861355
3450,0.066538159
3451,0.042478761
3452,0.060826729
3453,0.065038909
3454,0.10366245
3455,0.091311487
3456,0.058470765
3457,0.045905619
3458,0.031984008
3459,0.058399372
3460,0.057399871
3461,0.032412365
3462,0.025630042
3463,0.022774327
3464,0.026772328
3465,0.028842721
3466,0.021989005
3467,0.016848718
3468,0.015706432
3469,0.014207182
3470,0.01242236
3471,0.01242236
3472,0.010280574
3473,0.01092311
3474,0.0086385379
3475,0.0098522167
3476,0.0077818234
3477,0.0077104305
3478,0.0069965017
3479,0.005140287
3480,0.0058542157
3481,0.00571143
3482,0.0037124295
3483,0.0071392875
3484,0.013564646
3485,0.015777825
3486,0.016848718
3487,0.020061398
3488,0.054901121
3489,0.079603056
3490,0.11365746
3491,0.20411223
3492,0.095023917
3493,0.087527665
3494,0.09559506
3495,0.10965946
3496,0.15092454
3497,0.22196045
3498,0.28421504
3499,0.31776969
3500,0.28699936
3501,0.2094667
3502,0.12236739
3503,0.069393874
3504,0.068251588
3505,0.10751767
3506,0.25744271
3507,0.25965589
3508,0.24287856
3509,0.22138931
3510,0.21425002
3511,0.21375027
3512,0.13885914
3513,0.13414721
3514,0.13243378
3515,0.092025416
3516,0.073463268
3517,0.079031913
3518,0.064610552
3519,0.056043407
3520,0.062468766
3521,0.058256586
3522,0.045834226
3523,0.039623046
3524,0.034982509
3525,0.032126794
3526,0.029199686
3527,0.025772828
3528,0.026486757
3529,0.022488756
3530,0.018776326
3531,0.017348469
3532,0.014207182
3533,0.013707432
3534,0.014349968
3535,0.025415863
3536,0.023988006
3537,0.017991004
3538,0.01663454
3539,0.027129292
3540,0.035910616
3541,0.024273577
3542,0.026058399
3543,0.035910616
3544,0.04990362
3545,0.13014921
3546,0.14171486
3547,0.21467838
3548,0.10973085
3549,0.17962447
3550,0.09138288
3551,0.082458771
3552,0.13350468
3553,0.15078175
3554,0.17484115
3555,0.10259156
3556,0.09759406
3557,0.18754908
3558,0.23024202
3559,0.13871636
3560,0.083101306
3561,0.064253587
3562,0.08988363
3563,0.060255586
3564,0.046476762
3565,0.037695438
3566,0.032055401
3567,0.037195688
3568,0.037124295
3569,0.0300564
3570,0.025487256
3571,0.026700935
3572,0.030698936
3573,0.026058399
3574,0.025415863
3575,0.019775826
3576,0.01863354
3577,0.01663454
3578,0.017491254
3579,0.015349468
3580,0.012493753
3581,0.012065396
3582,0.01092311
3583,0.0092810737
3584,0.0087099307
3585,0.0064253587
3586,0.012707932
3587,0.010066395
3588,0.0019276076
3589,0.0059256086
3590,0.006853716
3591,0.014207182
3592,0.037624045
3593,0.025273078
3594,0.073606054
3595,0.10873135
3596,0.12850717
3597,0.11230099
3598,0.15342329
3599,0.1994003
3600,0.1563504
3601,0.10980224
3602,0.14071536
3603,0.12372385
3604,0.17662597
3605,0.10994503
3606,0.073106304
3607,0.062682944
3608,0.058470765
3609,0.036838723
3610,0.044406368
3611,0.12029699
3612,0.25472978
3613,0.25380167
3614,0.22902834
3615,0.12972085
3616,0.078817734
3617,0.054115799
3618,0.045905619
3619,0.046333976
3620,0.03476833
3621,0.031555651
3622,0.030841722
3623,0.025915614
3624,0.021989005
3625,0.020846719
3626,0.018347969
3627,0.017919612
3628,0.016705933
3629,0.014992504
3630,0.011637039
3631,0.01863354
3632,0.01192261
3633,0.011494253
3634,0.011065896
3635,0.009709431
3636,0.0084243592
3637,0.0069251089
3638,0.0062111801
3639,0.0062111801
3640,0.0059970015
3641,0.0084957521
3642,0.0072820732
3643,0.010137788
3644,0.0093524666
3645,0.015849218
3646,0.037195688
3647,0.037552652
3648,0.065467266
3649,0.090240594
3650,0.13143428
3651,0.14642679
3652,0.16298993
3653,0.15720711
3654,0.10987363
3655,0.19426001
3656,0.25144571
3657,0.25237381
3658,0.15049618
3659,0.15349468
3660,0.21253659
3661,0.24816163
3662,0.28114514
3663,0.20061398
3664,0.1372885
3665,0.15742129
3666,0.18490755
3667,0.28150211
3668,0.23895195
3669,0.14542729
3670,0.10673235
3671,0.080673949
3672,0.075390876
3673,0.071321482
3674,0.055900621
3675,0.047333476
3676,0.041836225
3677,0.037481259
3678,0.034625544
3679,0.033626044
3680,0.029199686
3681,0.025701435
3682,0.026915114
3683,0.024773328
3684,0.017705433
3685,0.020775327
3686,0.021203684
3687,0.010851717
3688,0.016991504
3689,0.013564646
3690,0.01242236
3691,0.018276576
3692,0.033126294
3693,0.024273577
3694,0.018062397
3695,0.014564146
3696,0.013850218
3697,0.013921611
3698,0.0089241094
3699,0.0092096809
3700,0.063753837
3701,0.09659456
3702,0.14078675
3703,0.11108731
3704,0.13943028
3705,0.2103948
3706,0.26386807
